group_name,table_name,column_name,data_type,rename_to,notes
13_raw_campaigns,meta_campaigns_raw,id,BIGINT,,
13_raw_campaigns,meta_campaigns_raw,campaign_id,TEXT,,
13_raw_campaigns,meta_campaigns_raw,account_id,TEXT,,
13_raw_campaigns,meta_campaigns_raw,fetched_at,TIMESTAMP,,
13_raw_campaigns,meta_campaigns_raw,payload,JSONB,,
14_raw_adsets,meta_adsets_raw,id,BIGINT,,
14_raw_adsets,meta_adsets_raw,adset_id,TEXT,,
14_raw_adsets,meta_adsets_raw,account_id,TEXT,,
14_raw_adsets,meta_adsets_raw,campaign_id,TEXT,,
14_raw_adsets,meta_adsets_raw,fetched_at,TIMESTAMP,,
14_raw_adsets,meta_adsets_raw,payload,JSONB,,
15_raw_ads,meta_ads_raw,id,BIGINT,,
15_raw_ads,meta_ads_raw,ad_id,TEXT,,
15_raw_ads,meta_ads_raw,account_id,TEXT,,
15_raw_ads,meta_ads_raw,adset_id,TEXT,,
15_raw_ads,meta_ads_raw,campaign_id,TEXT,,
15_raw_ads,meta_ads_raw,fetched_at,TIMESTAMP,,
15_raw_ads,meta_ads_raw,payload,JSONB,,
16_raw_creatives,meta_creatives_raw,id,BIGINT,,
16_raw_creatives,meta_creatives_raw,creative_id,TEXT,,
16_raw_creatives,meta_creatives_raw,account_id,TEXT,,
16_raw_creatives,meta_creatives_raw,fetched_at,TIMESTAMP,,
16_raw_creatives,meta_creatives_raw,payload,JSONB,,
17_raw_insights,meta_insights_raw,id,BIGINT,,
17_raw_insights,meta_insights_raw,account_id,TEXT,,
17_raw_insights,meta_insights_raw,level,TEXT,,
17_raw_insights,meta_insights_raw,date_start,DATE,,
17_raw_insights,meta_insights_raw,date_stop,DATE,,
17_raw_insights,meta_insights_raw,breakdowns,TEXT,,
17_raw_insights,meta_insights_raw,fetched_at,TIMESTAMP,,
17_raw_insights,meta_insights_raw,payload,JSONB,,
